id;location;source;target;site_url;start_str;end_str
205190;msk;"Событие: VK Fest 2025 в Москве
Город: msk
Дата и время: 2023-07-15 12:00
Категории: concert, festival, recreation, entertainment
Теги: интересное, это лето, лучший фестиваль, творческие события, музыкальные фестивали, лекции и мастер-классы, концерты, летние развлечения, активный отдых, развлечения, музыка, открытые площадки, главные события лета, фестивали, летние каникулы, open air, всей семьёй
Описание: В этом году VK Fest охватит несколько городов. Кульминацией грандиозного летнего фестиваля станет шоу в Москве, где для гостей будут доступны выступления десятков звёзд разных жанров, тематические зоны с активностями и летние развлечения на любой вкус.";VK Fest 2025. Дата: 2023-07-15 12:00—2023-07-15 12:00. В этом году VK Fest охватит несколько городов. Кульминацией грандиозного летнего фестиваля станет шоу в Москве, где для гостей будут доступны выступления десятков звёзд разных жанров, тематические зоны с активностями и летние развлечения на любой вкус. Подробнее: https://kudago.com/msk/event/kontsert-vk-fest-2023/;https://kudago.com/msk/event/kontsert-vk-fest-2023/;15.07.2023 12:00;15.07.2023 12:00
188552;msk;"Событие: «Месяц помощи животным»
Город: msk
Дата и время: 2020-08-01 00:00 — 2020-09-01 00:00
Категории: social-activity
Теги: free, животные, главные события лета, благотворительность, животные и птицы
Описание: Выберите тот формат помощи, который вам ближе всего, и убедитесь, что изменить к лучшему жизнь собаки или кота из приюта может быть очень приятно и просто.";Месяц помощи животным. Дата: 2020-08-01 00:00—2020-09-01 00:00. Выберите тот формат помощи, который вам ближе всего, и убедитесь, что изменить к лучшему жизнь собаки или кота из приюта может быть очень приятно и просто. Подробнее: https://kudago.com/msk/event/blagotvoritelnost-mesyats-pomoschi-zhivotnyim/;https://kudago.com/msk/event/blagotvoritelnost-mesyats-pomoschi-zhivotnyim/;01.08.2020 0:00;01.09.2020 0:00
171105;msk;"Событие: Матч 1/8 финала: Россия — Испания
Город: msk
Дата и время: 2018-07-01 17:00
Категории: recreation
Теги: футбол, активный отдых, чемпионат мира по футболу 2018
Описание: После поражения сборной России в матче с командой Уругвая страсти на мундиале накаляются всё сильнее. 1 июля в «Лужниках» команду-хозяйку ждёт важнейшее испытание — игра с одной из сильнейших сборных мира, командой Испании, за выход в 1/4-ю.";Матч Россия — Испания. Дата: 2018-07-01 17:00—2018-07-01 17:00. После поражения сборной России в матче с командой Уругвая страсти на мундиале накаляются всё сильнее. 1 июля в «Лужниках» команду-хозяйку ждёт важнейшее испытание — игра с одной из сильнейших сборных мира, командой Испании, за выход в 1/4-ю. Подробнее: https://kudago.com/msk/event/sport-match-rossiya---ispaniya/;https://kudago.com/msk/event/sport-match-rossiya---ispaniya/;01.07.2018 17:00;01.07.2018 17:00
182459;msk;"Событие: международный фестиваль дикой природы «Золотая черепаха»
Город: msk
Дата и время: 2019-09-06 00:00 — 2019-10-03 00:00
Категории: exhibition, festival
Теги: природа, выходные с детьми, интересное, выставки, выходные, фото, международные выставки, животные, страны, путешествия, выставка года, фестивали, всей семьёй
Описание: Впечатляющие снимки дикой природы, встречи со всемирно известными фотографами, образовательные лекции и другие события — фестиваль «Золотая черепаха» приглашает в новое увлекательное путешествие. В этом году фестиваль пройдёт в 19-й раз.";Золотая черепаха. Дата: 2019-09-06 00:00—2019-10-03 00:00. Впечатляющие снимки дикой природы, встречи со всемирно известными фотографами, образовательные лекции и другие события — фестиваль «Золотая черепаха» приглашает в новое увлекательное путешествие. В этом году фестиваль пройдёт в 19-й раз. Подробнее: https://kudago.com/msk/event/vyistavka-xiii-mezhdunarodnyij-festival-dikoj-prirodyi-zolotaya-cherepaha/;https://kudago.com/msk/event/vyistavka-xiii-mezhdunarodnyij-festival-dikoj-prirodyi-zolotaya-cherepaha/;06.09.2019 0:00;03.10.2019 0:00
181532;msk;"Событие: Международный фестиваль музыки барокко Barocco Nights
Город: msk
Дата и время: 2019-08-24 20:00 — 2019-08-24 21:10
Категории: concert, festival
Теги: интересное, мероприятия в парках, новое на сайте, концерты, концертная программа, музыка, фестивали, в свободное время, open air, классическая
Описание: Лето в «Аптекарском огороде» завершится большим фестивалем барочной музыки. Виртуозный вокал, старинные инструменты, увлекательно подобранные программы концертов, участие известных исполнителей — всё это приблизит эпоху бельканто и откроет музыку барокко с новой стороны.";Barocco Nights. Дата: 2019-08-24 20:00—2019-08-24 21:10. Лето в «Аптекарском огороде» завершится большим фестивалем барочной музыки. Виртуозный вокал, старинные инструменты, увлекательно подобранные программы концертов, участие известных исполнителей — всё это приблизит эпоху бельканто и откроет музыку барокко с новой стороны. Подробнее: https://kudago.com/msk/event/kontsert-barocco-nights/;https://kudago.com/msk/event/kontsert-barocco-nights/;24.08.2019 20:00;24.08.2019 21:10
193862;msk;"Событие: выставка DEEP INSIDE / GHT
Город: msk
Дата и время: 2021-11-30 00:00 — 2022-03-01 00:00
Категории: exhibition
Теги: новые технологии, это лето, новое на сайте, выставки, мультимедиа, интерактивные, современное искусство, виртуальная реальность, технологии
Описание: DEEP INSIDE / GHT — иммерсивная мультидисциплинарная выставка, которая будоражит сознание, погружает зрителя в пространство экзистенциальных озарений и помогает найти путь к себе.";DEEP INSIDE / GHT. Дата: 2021-11-30 00:00—2022-03-01 00:00. DEEP INSIDE / GHT — иммерсивная мультидисциплинарная выставка, которая будоражит сознание, погружает зрителя в пространство экзистенциальных озарений и помогает найти путь к себе. Подробнее: https://kudago.com/msk/event/vyistavka-deep-inside--ght/;https://kudago.com/msk/event/vyistavka-deep-inside--ght/;30.11.2021 0:00;01.03.2022 0:00
173353;msk;"Событие: XIII Международный фестиваль-школа современного искусства «Территория»
Город: msk
Дата и время: 2018-10-12 20:00 — 2018-10-24 20:00
Категории: theater, festival
Теги: 16+, экспериментальный театр, спектакли, лучшее в театрах, экспериментальное искусство, театр, фестивали, драматические постановки
Описание: Фестиваль, объединивший драматическое и изобразительное искусство, музыку, хореографию, медиа-арт и перформанс, пройдёт на площадках Москвы в тринадцатый раз. Каждый год фестиваль знакомит зрителей с произведениями вне жанровых рамок, представляет именитых постановщиков из разных стран и открывает новые имена.";Территория. Дата: 2018-10-12 20:00—2018-10-24 20:00. Фестиваль, объединивший драматическое и изобразительное искусство, музыку, хореографию, медиа-арт и перформанс, пройдёт на площадках Москвы в тринадцатый раз. Каждый год фестиваль знакомит зрителей с произведениями вне жанровых рамок, представляет именитых постановщиков из разных стран и открывает новые имена. Подробнее: https://kudago.com/msk/event/teatr-territoriya/;https://kudago.com/msk/event/teatr-territoriya/;12.10.2018 20:00;24.10.2018 20:00
188742;msk;"Событие: Международный кинофестиваль «Докер» в киноцентре «Октябрь»
Город: msk
Дата и время: 2020-08-21 20:00 — 2020-08-30 22:00
Категории: cinema, festival, recreation, entertainment
Теги: кинофестивали, 16+, кино, активный отдых, кино и сериалы, развлечения, кинопоказы, главные события лета, фестивали
Описание: На фестивале покажут 45 сильнейших и актуальных историй со всего мира, оценивать которые будет Международное жюри и зрители.";«Докер». Дата: 2020-08-21 20:00—2020-08-30 22:00. На фестивале покажут 45 сильнейших и актуальных историй со всего мира, оценивать которые будет Международное жюри и зрители. Подробнее: https://kudago.com/msk/event/kino-doker-avgust-2020/;https://kudago.com/msk/event/kino-doker-avgust-2020/;21.08.2020 20:00;30.08.2020 22:00
172178;msk;"Событие: большой новогодний стендап-концерт
Город: msk
Дата и время: 2018-08-14 20:00
Категории: concert, entertainment
Теги: интересное, comedy club, 18+, стендаперы, концерты, развлечения, пятница вечер, стендап, места для свиданий, в свободное время, вечером, с девушкой, с парнем
Описание: Проверенный материал, камерная атмосфера и вкусная еда — каждый день популярные комики готовы смешить вас актуальными шутками в уютных ресторанах Москвы.";Большой новогодний стендап. Дата: 2018-08-14 20:00—2018-08-14 20:00. Проверенный материал, камерная атмосфера и вкусная еда — каждый день популярные комики готовы смешить вас актуальными шутками в уютных ресторанах Москвы. Подробнее: https://kudago.com/msk/event/comedy-club-stand-up-shou/;https://kudago.com/msk/event/comedy-club-stand-up-shou/;14.08.2018 20:00;14.08.2018 20:00
188859;msk;"Событие: Международный фестиваль Rostec Drone Festival
Город: msk
Дата и время: 2020-08-29 12:00 — 2020-08-30 23:00
Категории: kids, festival, entertainment
Теги: детям, бесплатно, это лето, free, новое на сайте, развлечения, технологии, фестивали, главные события лета, с друзьями, на свежем воздухе, open air, всей семьёй
Описание: Сильнейшие пилоты сразятся за лидерство в сфере управления беспилотниками. Зрителей ждёт захватывающее зрелище и развлекательная программа.";Rostec Drone Festival. Дата: 2020-08-29 12:00—2020-08-30 23:00. Сильнейшие пилоты сразятся за лидерство в сфере управления беспилотниками. Зрителей ждёт захватывающее зрелище и развлекательная программа. Подробнее: https://kudago.com/msk/event/detyam-rostec-dron-festival/;https://kudago.com/msk/event/detyam-rostec-dron-festival/;29.08.2020 12:00;30.08.2020 23:00
175160;msk;"Событие: XX Фестиваль NET (Новый Европейский Театр)
Город: msk
Дата и время: 2018-11-30 19:00 — 2018-12-20 19:00
Категории: theater, festival
Теги: экспериментальный театр, спектакли, лучшее в театрах, премьеры, театр, фестивали, драматические постановки
Описание: Юбилейный NET соберёт в Москве работы лучших европейских режиссёров новой волны.";NET (Новый Европейский Театр). Дата: 2018-11-30 19:00—2018-12-20 19:00. Юбилейный NET соберёт в Москве работы лучших европейских режиссёров новой волны. Подробнее: https://kudago.com/msk/event/teatr-net-novyij-evropejskij-teatr-noyabr-2018/;https://kudago.com/msk/event/teatr-net-novyij-evropejskij-teatr-noyabr-2018/;30.11.2018 19:00;20.12.2018 19:00
180806;msk;"Событие: концерт Chrysta Bell
Город: msk
Дата и время: 2019-11-07 20:00
Категории: concert
Теги: интересное, новое на сайте, 12+, концерты, альтернатива, джаз и блюз, в свободное время, с девушкой, с парнем
Описание: Фанаты Дэвида Линча не имеют права пропустить московское выступление Кристы Белл — музы великого режиссёра и актрисы сериала «Твин Пикс», которая представит в Москве новый альбом.";Chrysta Bell. Дата: 2019-11-07 20:00—2019-11-07 20:00. Фанаты Дэвида Линча не имеют права пропустить московское выступление Кристы Белл — музы великого режиссёра и актрисы сериала «Твин Пикс», которая представит в Москве новый альбом. Подробнее: https://kudago.com/msk/event/kontsert-kristal-bell/;https://kudago.com/msk/event/kontsert-kristal-bell/;07.11.2019 20:00;07.11.2019 20:00
176489;msk;"Событие: концерт Анны Нетребко, Андреа Бочелли и других
Город: msk
Дата и время: 2019-06-04 19:00
Категории: concert
Теги: 12+, концерты, концертная программа, поп-музыка, классическая
Описание: Первый в истории мировой классической сцены гала-концерт четырёх ярчайших звёзд оперы: Анны Нетребко, Андреа Бочелли, Юсифа Эйвазова и Ольги Перетятько.";Анна Нетребко, Андреа Бочелли. Дата: 2019-06-04 19:00—2019-06-04 19:00. Первый в истории мировой классической сцены гала-концерт четырёх ярчайших звёзд оперы: Анны Нетребко, Андреа Бочелли, Юсифа Эйвазова и Ольги Перетятько. Подробнее: https://kudago.com/msk/event/kontsert-anna-netrebko-andrea-bochelli/;https://kudago.com/msk/event/kontsert-anna-netrebko-andrea-bochelli/;04.06.2019 19:00;04.06.2019 19:00
176048;msk;"Событие: иммерсивное шоу «Зеркало Карлоса Сантоса»
Город: msk
Дата и время: 2018-12-24 18:15
Категории: theater, stock, entertainment
Теги: промокод, скидки на билеты в театр и специальные предложения, скидки, акции, распродажи, экспериментальный театр, с друзьями, 18+, новый год 2026, куда пойти 8 марта, спектакли, интересное, новое на сайте, лучшее в мае, 8 марта, спектакль года, развлечения, лучшее в театрах, подарки на 8 марта, 23 февраля, акции и скидки, в свободное время, с девушкой, лучшие праздничные идеи для 8 марта
Описание: Театральный променад с ужином в финале представляют режиссёр Талгат Баталов и продюсер Евгений Кадомский. Зрителям предстоит сделать то, чего мы все очень сильно боимся. Погрузиться в самих себя.";Зеркало Карлоса Сантоса. Дата: 2018-12-24 18:15—2018-12-24 18:15. Театральный променад с ужином в финале представляют режиссёр Талгат Баталов и продюсер Евгений Кадомский. Зрителям предстоит сделать то, чего мы все очень сильно боимся. Погрузиться в самих себя. Подробнее: https://kudago.com/msk/event/teatr-zerkalo-karlosa-santosa/;https://kudago.com/msk/event/teatr-zerkalo-karlosa-santosa/;24.12.2018 18:15;24.12.2018 18:15
173607;msk;"Событие: спектакли лауреатов премии «Прорыв» в Москве
Город: msk
Дата и время: 2018-11-04 19:30 — 2018-11-09 19:30
Категории: theater, festival
Теги: экспериментальный театр, спектакли, лучшее в театрах, фестивали, театр, 16+, драматические постановки
Описание: Это осенью в Москве впервые гастролирует петербургский театр «Приют комедианта». Программа составлена из спектаклей молодых режиссёров — обладателей премии «Прорыв».";Театр «Приют комедианта». Прорыв. Дата: 2018-11-04 19:30—2018-11-09 19:30. Это осенью в Москве впервые гастролирует петербургский театр «Приют комедианта». Программа составлена из спектаклей молодых режиссёров — обладателей премии «Прорыв». Подробнее: https://kudago.com/msk/event/teatr-teatr-priyut-komedianta-proryiv/;https://kudago.com/msk/event/teatr-teatr-priyut-komedianta-proryiv/;04.11.2018 19:30;09.11.2018 19:30
181649;msk;"Событие: цикл камерных вечеров, посвящённых 250-летию Людвига ван Бетховена
Город: msk
Дата и время: 2019-09-21 20:00
Категории: concert
Теги: интересное, новое на сайте, концерты, культура и искусство, классическая
Описание: Цикл концертов «Камерные вечера в оранжерее», посвящённый 250-летию Людвига ван Бетховена, послужит грандиозным экскурсом в историю шедевров классической музыки.";цикл вечеров, посвящённых 250-летию Людвига ван Бетховена. Дата: 2019-09-21 20:00—2019-09-21 20:00. Цикл концертов «Камерные вечера в оранжерее», посвящённый 250-летию Людвига ван Бетховена, послужит грандиозным экскурсом в историю шедевров классической музыки. Подробнее: https://kudago.com/msk/event/kontsert-tsikl-vecherov-posvyaschennyih-250-letiyu-lyudviga-van-bethovena/;https://kudago.com/msk/event/kontsert-tsikl-vecherov-posvyaschennyih-250-letiyu-lyudviga-van-bethovena/;21.09.2019 20:00;21.09.2019 20:00
182633;msk;"Событие: XIV Международный фестиваль-школа современного искусства «Территория»
Город: msk
Дата и время: 2019-10-09 19:00 — 2019-10-24 19:00
Категории: theater, festival
Теги: современный танец, современная драматургия, спектакли, фестивали, экспериментальное искусство, 16+
Описание: Фестиваль вновь объединит мастеров разных видов искусств и познакомит зрителей с самыми современными достижениями театра. В программу вошли спектакли из семи стран от режиссёров с мировыми именами.";Территория. Дата: 2019-10-09 19:00—2019-10-24 19:00. Фестиваль вновь объединит мастеров разных видов искусств и познакомит зрителей с самыми современными достижениями театра. В программу вошли спектакли из семи стран от режиссёров с мировыми именами. Подробнее: https://kudago.com/msk/event/teatr-territoriya-oktyabr-2019/;https://kudago.com/msk/event/teatr-territoriya-oktyabr-2019/;09.10.2019 19:00;24.10.2019 19:00
204772;msk;"Событие: фестиваль Sport-Marafon Fest
Город: msk
Дата и время: 2023-06-02 00:00 — 2023-06-05 00:00
Категории: kids, festival, recreation, entertainment
Теги: детям, выходные с детьми, здоровый образ жизни, йога и спорт, лето, активный отдых за городом, активный отдых, развлечения, красота и здоровье, спортивный праздник, фестивали, спорт, здоровье, на свежем воздухе, open air, всей семьёй
Описание: Всех, кто хочет открыть для себя что-то новое и зарядиться отличным настроением, ждут на спортивном празднике в арт-парке «Никола-Ленивец». В программе большого фестиваля для всей семьи — бег, велогонки, ориентирование, музыка от диджеев, танцы и не только.";Sport-Marafon Fest. Дата: 2023-06-02 00:00—2023-06-05 00:00. Всех, кто хочет открыть для себя что-то новое и зарядиться отличным настроением, ждут на спортивном празднике в арт-парке «Никола-Ленивец». В программе большого фестиваля для всей семьи — бег, велогонки, ориентирование, музыка от диджеев, танцы и не только. Подробнее: https://kudago.com/msk/event/festival-sport-marafon-fest/;https://kudago.com/msk/event/festival-sport-marafon-fest/;02.06.2023 0:00;05.06.2023 0:00
176482;msk;"Событие: концерт The Chemical Brothers
Город: msk
Дата и время: 2019-06-07 19:30
Категории: concert
Теги: электронная музыка, концерты, 12+
Описание: Культовый британский электронный дуэт привезёт в Москву девятый студийный альбом No Geography и завораживающее визуальное шоу.";The Chemical Brothers. Дата: 2019-06-07 19:30—2019-06-07 19:30. Культовый британский электронный дуэт привезёт в Москву девятый студийный альбом No Geography и завораживающее визуальное шоу. Подробнее: https://kudago.com/msk/event/kontsert-the-chemical-brothers/;https://kudago.com/msk/event/kontsert-the-chemical-brothers/;07.06.2019 19:30;07.06.2019 19:30
184754;msk;"Событие: гастроли «Коляда-театра» в Москве
Город: msk
Дата и время: 2020-01-13 19:00 — 2020-02-02 19:00
Категории: theater, festival
Теги: фестивали, спектакли, 12+
Описание: Зимние гастроли театра Николая Коляды состоятся в Москве в четырнадцатый раз и будут самыми масштабными за всю историю: в афише сорок один спектакль, в том числе три премьеры.";Коляда-театр. Дата: 2020-01-13 19:00—2020-02-02 19:00. Зимние гастроли театра Николая Коляды состоятся в Москве в четырнадцатый раз и будут самыми масштабными за всю историю: в афише сорок один спектакль, в том числе три премьеры. Подробнее: https://kudago.com/msk/event/teatr-kolyada-teatr/;https://kudago.com/msk/event/teatr-kolyada-teatr/;13.01.2020 19:00;02.02.2020 19:00
205878;msk;"Событие: «Культурная ярмарка» в центре дизайна Artplay
Город: msk
Дата и время: 2023-08-05 12:00 — 2023-08-05 21:00
Категории: holiday, yarmarki-razvlecheniya-yarmarki
Теги: ярмарки (развлечения, ярмарки), своими руками, free, купить подарок, дизайнерская одежда, вкусно, с друзьями, праздники, всей семьёй
Описание: «Культурная ярмарка» — событие для всей семьи, где можно не только купить вещи ручной работы, но и получить яркие впечатления от общения, мастер-классов, живой музыки и вкусной еды. Ярмарке исполняется год, поэтому гостей ждёт по-настоящему праздничная атмосфера!";Культурная ярмарка. Дата: 2023-08-05 12:00—2023-08-05 21:00. «Культурная ярмарка» — событие для всей семьи, где можно не только купить вещи ручной работы, но и получить яркие впечатления от общения, мастер-классов, живой музыки и вкусной еды. Ярмарке исполняется год, поэтому гостей ждёт по-настоящему праздничная атмосфера!. Подробнее: https://kudago.com/msk/event/kulturnaya-yarmarka-msk/;https://kudago.com/msk/event/kulturnaya-yarmarka-msk/;05.08.2023 12:00;05.08.2023 21:00
